code_municipality,date_reported,new_deaths
2009,2021-02-28,0
710,2021-02-28,0
1002,2021-02-28,0
1301,2021-02-28,0
902,2021-02-28,0
1910,2021-02-28,0
1905,2021-02-28,0
1305,2021-02-28,0
1710,2021-02-28,0
1904,2021-02-28,0
412,2021-02-28,0
1319,2021-02-28,0
1906,2021-02-28,0
921,2021-02-28,0
409,2021-02-28,0
906,2021-02-28,1
2007,2021-02-28,0
508,2021-02-28,0
1416,2021-02-28,0
805,2021-02-28,0
2004,2021-02-28,0
1712,2021-02-28,0
1018,2021-02-28,0
1902,2021-02-28,0
408,2021-02-28,0
2207,2021-02-28,0
2011,2021-02-28,0
2211,2021-02-28,0
1418,2021-02-28,0
705,2021-02-28,0
1402,2021-02-28,0
1413,2021-02-28,0
905,2021-02-28,0
907,2021-02-28,0
1326,2021-02-28,0
1410,2021-02-28,0
2212,2021-02-28,0
1907,2021-02-28,0
2208,2021-02-28,0
915,2021-02-28,0
1307,2021-02-28,0
510,2021-02-28,0
2006,2021-02-28,0
1412,2021-02-28,0
1303,2021-02-28,0
2106,2021-02-28,0
2213,2021-02-28,0
1404,2021-02-28,0
2005,2021-02-28,0
1333,2021-02-28,0
2215,2021-02-28,0
1405,2021-02-28,0
1421,2021-02-28,0
1407,2021-02-28,0
2210,2021-02-28,0
101,2021-03-01,7
511,2021-03-01,0
407,2021-03-01,0
113,2021-03-01,0
501,2021-03-01,0
801,2021-03-01,0
1901,2021-03-01,0
108,2021-03-01,2
2001,2021-03-01,2
1701,2021-03-01,0
901,2021-03-01,0
1001,2021-03-01,0
114,2021-03-01,0
304,2021-03-01,1
913,2021-03-01,0
106,2021-03-01,0
1013,2021-03-01,0
1101,2021-03-01,0
505,2021-03-01,0
105,2021-03-01,0
1403,2021-03-01,0
1406,2021-03-01,0
1304,2021-03-01,1
401,2021-03-01,0
514,2021-03-01,0
701,2021-03-01,0
2201,2021-03-01,0
112,2021-03-01,0
2206,2021-03-01,0
920,2021-03-01,0
1708,2021-03-01,0
2214,2021-03-01,0
1802,2021-03-01,0
1302,2021-03-01,0
303,2021-03-01,0
2107,2021-03-01,0
302,2021-03-01,0
411,2021-03-01,0
414,2021-03-01,0
1419,2021-03-01,0
314,2021-03-01,0
916,2021-03-01,0
415,2021-03-01,0
504,2021-03-01,0
903,2021-03-01,0
1804,2021-03-01,0
914,2021-03-01,0
1008,2021-03-01,0
1014,2021-03-01,0
2101,2021-03-01,1
1107,2021-03-01,0
1321,2021-03-01,0
1420,2021-03-01,0
917,2021-03-01,0
2217,2021-03-01,0
506,2021-03-01,0
1327,2021-03-01,0
2009,2021-03-01,0
710,2021-03-01,0
1002,2021-03-01,0
1301,2021-03-01,0
902,2021-03-01,0
1910,2021-03-01,0
1905,2021-03-01,0
1305,2021-03-01,0
1710,2021-03-01,0
1904,2021-03-01,0
412,2021-03-01,0
1319,2021-03-01,0
1906,2021-03-01,0
921,2021-03-01,0
409,2021-03-01,0
906,2021-03-01,0
2007,2021-03-01,0
508,2021-03-01,0
1416,2021-03-01,0
805,2021-03-01,0
2004,2021-03-01,0
1712,2021-03-01,0
1018,2021-03-01,0
1902,2021-03-01,0
408,2021-03-01,0
2207,2021-03-01,0
2011,2021-03-01,0
2211,2021-03-01,0
1418,2021-03-01,0
705,2021-03-01,0
1402,2021-03-01,0
1413,2021-03-01,0
905,2021-03-01,0
907,2021-03-01,0
1326,2021-03-01,0
1410,2021-03-01,0
2212,2021-03-01,0
1907,2021-03-01,0
2208,2021-03-01,0
915,2021-03-01,0
1307,2021-03-01,0
510,2021-03-01,0
2006,2021-03-01,0
1412,2021-03-01,0
1303,2021-03-01,0
2106,2021-03-01,0
2213,2021-03-01,0
1404,2021-03-01,0
2005,2021-03-01,0
1333,2021-03-01,0
2215,2021-03-01,0
1405,2021-03-01,0
1421,2021-03-01,0
1407,2021-03-01,0
2210,2021-03-01,0
101,2021-03-02,2
511,2021-03-02,0
407,2021-03-02,0
113,2021-03-02,1
501,2021-03-02,0
801,2021-03-02,0
1901,2021-03-02,1
108,2021-03-02,0
2001,2021-03-02,1
1701,2021-03-02,0
901,2021-03-02,0
1001,2021-03-02,0
114,2021-03-02,0
304,2021-03-02,0
913,2021-03-02,0
106,2021-03-02,0
1013,2021-03-02,0
1101,2021-03-02,0
505,2021-03-02,0
105,2021-03-02,0
1403,2021-03-02,0
1406,2021-03-02,0
1304,2021-03-02,0
401,2021-03-02,0
514,2021-03-02,0
701,2021-03-02,0
2201,2021-03-02,0
112,2021-03-02,0
2206,2021-03-02,0
920,2021-03-02,1
1708,2021-03-02,0
2214,2021-03-02,0
1802,2021-03-02,0
1302,2021-03-02,0
303,2021-03-02,0
2107,2021-03-02,0
302,2021-03-02,0
411,2021-03-02,0
414,2021-03-02,0
1419,2021-03-02,0
314,2021-03-02,0
916,2021-03-02,0
415,2021-03-02,0
504,2021-03-02,0
903,2021-03-02,0
1804,2021-03-02,1
914,2021-03-02,0
1008,2021-03-02,0
1014,2021-03-02,0
2101,2021-03-02,0
1107,2021-03-02,0
1321,2021-03-02,0
1420,2021-03-02,0
917,2021-03-02,0
2217,2021-03-02,0
506,2021-03-02,0
1327,2021-03-02,0
2009,2021-03-02,0
710,2021-03-02,0
1002,2021-03-02,0
1301,2021-03-02,0
902,2021-03-02,0
1910,2021-03-02,0
1905,2021-03-02,0
1305,2021-03-02,0
1710,2021-03-02,0
1904,2021-03-02,0
412,2021-03-02,0
1319,2021-03-02,0
1906,2021-03-02,0
921,2021-03-02,0
409,2021-03-02,0
906,2021-03-02,0
2007,2021-03-02,0
508,2021-03-02,0
1416,2021-03-02,0
805,2021-03-02,0
2004,2021-03-02,0
1712,2021-03-02,0
1018,2021-03-02,0
1902,2021-03-02,0
408,2021-03-02,0
2207,2021-03-02,0
2011,2021-03-02,0
2211,2021-03-02,1
1418,2021-03-02,0
705,2021-03-02,0
1402,2021-03-02,0
1413,2021-03-02,0
905,2021-03-02,0
907,2021-03-02,0
1326,2021-03-02,0
1410,2021-03-02,0
2212,2021-03-02,0
1907,2021-03-02,0
2208,2021-03-02,0
915,2021-03-02,0
1307,2021-03-02,0
510,2021-03-02,0
2006,2021-03-02,0
1412,2021-03-02,0
1303,2021-03-02,0
2106,2021-03-02,0
2213,2021-03-02,0
1404,2021-03-02,0
2005,2021-03-02,0
1333,2021-03-02,0
2215,2021-03-02,0
1405,2021-03-02,0
1421,2021-03-02,0
1407,2021-03-02,0
2210,2021-03-02,0
101,2021-03-03,3
511,2021-03-03,0
407,2021-03-03,0
113,2021-03-03,0
501,2021-03-03,0
801,2021-03-03,0
1901,2021-03-03,0
108,2021-03-03,0
2001,2021-03-03,1
1701,2021-03-03,1
901,2021-03-03,1
1001,2021-03-03,0
114,2021-03-03,0
304,2021-03-03,0
913,2021-03-03,0
106,2021-03-03,0
1013,2021-03-03,0
1101,2021-03-03,2
505,2021-03-03,0
105,2021-03-03,0
1403,2021-03-03,0
1406,2021-03-03,0
1304,2021-03-03,0
401,2021-03-03,0
514,2021-03-03,0
701,2021-03-03,0
2201,2021-03-03,0
112,2021-03-03,0
2206,2021-03-03,0
920,2021-03-03,0
1708,2021-03-03,0
2214,2021-03-03,0
1802,2021-03-03,0
1302,2021-03-03,0
303,2021-03-03,0
2107,2021-03-03,0
302,2021-03-03,0
411,2021-03-03,0
414,2021-03-03,0
1419,2021-03-03,0
314,2021-03-03,0
916,2021-03-03,0
415,2021-03-03,0
504,2021-03-03,0
903,2021-03-03,0
1804,2021-03-03,0
914,2021-03-03,0
1008,2021-03-03,0
1014,2021-03-03,0
2101,2021-03-03,1
1107,2021-03-03,0
1321,2021-03-03,0
1420,2021-03-03,0
917,2021-03-03,0
2217,2021-03-03,0
506,2021-03-03,0
1327,2021-03-03,0
2009,2021-03-03,0
710,2021-03-03,0
1002,2021-03-03,0
1301,2021-03-03,0
902,2021-03-03,1
1910,2021-03-03,0
1905,2021-03-03,0
1305,2021-03-03,0
1710,2021-03-03,0
1904,2021-03-03,0
412,2021-03-03,0
1319,2021-03-03,0
1906,2021-03-03,0
921,2021-03-03,0
409,2021-03-03,0
906,2021-03-03,0
2007,2021-03-03,0
508,2021-03-03,0
1416,2021-03-03,0
805,2021-03-03,0
2004,2021-03-03,0
1712,2021-03-03,0
1018,2021-03-03,0
1902,2021-03-03,0
408,2021-03-03,0
2207,2021-03-03,0
2011,2021-03-03,0
2211,2021-03-03,0
1418,2021-03-03,0
705,2021-03-03,0
1402,2021-03-03,0
1413,2021-03-03,0
905,2021-03-03,0
907,2021-03-03,0
1326,2021-03-03,0
1410,2021-03-03,0
2212,2021-03-03,0
1907,2021-03-03,0
2208,2021-03-03,0
915,2021-03-03,0
1307,2021-03-03,0
510,2021-03-03,0
2006,2021-03-03,0
1412,2021-03-03,0
1303,2021-03-03,0
2106,2021-03-03,0
2213,2021-03-03,0
1404,2021-03-03,0
2005,2021-03-03,0
1333,2021-03-03,0
2215,2021-03-03,0
1405,2021-03-03,0
1421,2021-03-03,0
1407,2021-03-03,0
2210,2021-03-03,0
101,2021-03-04,4
511,2021-03-04,0
407,2021-03-04,0
113,2021-03-04,0
501,2021-03-04,2
801,2021-03-04,0
1901,2021-03-04,0
108,2021-03-04,0
2001,2021-03-04,2
1701,2021-03-04,0
901,2021-03-04,0
1001,2021-03-04,0
114,2021-03-04,0
304,2021-03-04,0
913,2021-03-04,0
106,2021-03-04,0
1013,2021-03-04,0
1101,2021-03-04,0
505,2021-03-04,0
105,2021-03-04,0
1403,2021-03-04,0
1406,2021-03-04,0
1304,2021-03-04,0
401,2021-03-04,0
514,2021-03-04,0
701,2021-03-04,0
2201,2021-03-04,0
112,2021-03-04,0
2206,2021-03-04,0
920,2021-03-04,0
1708,2021-03-04,0
2214,2021-03-04,0
1802,2021-03-04,0
1302,2021-03-04,0
303,2021-03-04,0
2107,2021-03-04,0
302,2021-03-04,0
411,2021-03-04,0
414,2021-03-04,0
1419,2021-03-04,0
314,2021-03-04,0
916,2021-03-04,0
415,2021-03-04,0
504,2021-03-04,0
903,2021-03-04,1
1804,2021-03-04,0
914,2021-03-04,0
1008,2021-03-04,0
1014,2021-03-04,0
2101,2021-03-04,0
1107,2021-03-04,0
1321,2021-03-04,0
1420,2021-03-04,0
917,2021-03-04,0
2217,2021-03-04,0
506,2021-03-04,0
1327,2021-03-04,0
2009,2021-03-04,0
710,2021-03-04,0
1002,2021-03-04,0
1301,2021-03-04,0
902,2021-03-04,0
1910,2021-03-04,0
1905,2021-03-04,0
1305,2021-03-04,0
1710,2021-03-04,0
1904,2021-03-04,0
412,2021-03-04,0
1319,2021-03-04,0
1906,2021-03-04,0
921,2021-03-04,0
409,2021-03-04,0
906,2021-03-04,0
2007,2021-03-04,0
508,2021-03-04,0
1416,2021-03-04,0
805,2021-03-04,0
2004,2021-03-04,0
1712,2021-03-04,0
1018,2021-03-04,0
1902,2021-03-04,0
408,2021-03-04,0
2207,2021-03-04,0
2011,2021-03-04,0
2211,2021-03-04,0
1418,2021-03-04,0
705,2021-03-04,0
1402,2021-03-04,0
1413,2021-03-04,0
905,2021-03-04,0
907,2021-03-04,0
1326,2021-03-04,0
1410,2021-03-04,0
2212,2021-03-04,0
1907,2021-03-04,0
2208,2021-03-04,0
915,2021-03-04,0
1307,2021-03-04,0
510,2021-03-04,0
2006,2021-03-04,0
1412,2021-03-04,0
1303,2021-03-04,0
2106,2021-03-04,0
2213,2021-03-04,0
1404,2021-03-04,0
2005,2021-03-04,0
1333,2021-03-04,0
2215,2021-03-04,0
1405,2021-03-04,0
1421,2021-03-04,0
1407,2021-03-04,0
2210,2021-03-04,0
101,2021-03-05,0
511,2021-03-05,0
407,2021-03-05,0
113,2021-03-05,0
501,2021-03-05,0
801,2021-03-05,0
1901,2021-03-05,0
108,2021-03-05,0
2001,2021-03-05,0
1701,2021-03-05,1
901,2021-03-05,0
1001,2021-03-05,0
114,2021-03-05,0
304,2021-03-05,0
913,2021-03-05,0
106,2021-03-05,0
1013,2021-03-05,0
1101,2021-03-05,0
505,2021-03-05,0
105,2021-03-05,0
1403,2021-03-05,0
1406,2021-03-05,0
1304,2021-03-05,0
401,2021-03-05,0
514,2021-03-05,0
701,2021-03-05,0
2201,2021-03-05,0
112,2021-03-05,0
2206,2021-03-05,0
920,2021-03-05,0
1708,2021-03-05,0
2214,2021-03-05,0
1802,2021-03-05,0
1302,2021-03-05,0
303,2021-03-05,0
2107,2021-03-05,0
302,2021-03-05,0
411,2021-03-05,0
414,2021-03-05,0
1419,2021-03-05,0
314,2021-03-05,0
916,2021-03-05,0
415,2021-03-05,0
504,2021-03-05,0
903,2021-03-05,0
1804,2021-03-05,0
914,2021-03-05,0
1008,2021-03-05,0
1014,2021-03-05,0
2101,2021-03-05,0
1107,2021-03-05,0
1321,2021-03-05,0
1420,2021-03-05,0
917,2021-03-05,0
2217,2021-03-05,0
506,2021-03-05,1
1327,2021-03-05,0
2009,2021-03-05,0
710,2021-03-05,0
1002,2021-03-05,0
1301,2021-03-05,0
902,2021-03-05,0
1910,2021-03-05,0
1905,2021-03-05,0
1305,2021-03-05,0
1710,2021-03-05,0
1904,2021-03-05,0
412,2021-03-05,0
1319,2021-03-05,0
1906,2021-03-05,0
921,2021-03-05,0
409,2021-03-05,0
906,2021-03-05,0
2007,2021-03-05,0
508,2021-03-05,0
1416,2021-03-05,0
805,2021-03-05,0
2004,2021-03-05,0
1712,2021-03-05,0
1018,2021-03-05,0
1902,2021-03-05,0
408,2021-03-05,0
2207,2021-03-05,0
2011,2021-03-05,0
2211,2021-03-05,0
1418,2021-03-05,0
705,2021-03-05,0
1402,2021-03-05,0
1413,2021-03-05,0
905,2021-03-05,0
907,2021-03-05,0
1326,2021-03-05,0
1410,2021-03-05,0
2212,2021-03-05,0
1907,2021-03-05,0
2208,2021-03-05,0
915,2021-03-05,0
1307,2021-03-05,0
510,2021-03-05,0
2006,2021-03-05,0
1412,2021-03-05,0
1303,2021-03-05,0
2106,2021-03-05,1
2213,2021-03-05,0
1404,2021-03-05,0
2005,2021-03-05,0
1333,2021-03-05,0
2215,2021-03-05,0
1405,2021-03-05,0
1421,2021-03-05,0
1407,2021-03-05,0
2210,2021-03-05,0
101,2021-03-06,2
511,2021-03-06,0
407,2021-03-06,0
113,2021-03-06,0
501,2021-03-06,0
801,2021-03-06,0
1901,2021-03-06,0
108,2021-03-06,3
2001,2021-03-06,1
1701,2021-03-06,0
901,2021-03-06,1
1001,2021-03-06,0
114,2021-03-06,0
304,2021-03-06,0
913,2021-03-06,0
106,2021-03-06,0
1013,2021-03-06,0
1101,2021-03-06,0
505,2021-03-06,0
105,2021-03-06,0
1403,2021-03-06,0
1406,2021-03-06,0
1304,2021-03-06,0
401,2021-03-06,0
514,2021-03-06,0
701,2021-03-06,0
2201,2021-03-06,0
112,2021-03-06,0
2206,2021-03-06,0
920,2021-03-06,0
1708,2021-03-06,0
2214,2021-03-06,0
1802,2021-03-06,0
1302,2021-03-06,0
303,2021-03-06,0
2107,2021-03-06,0
302,2021-03-06,0
411,2021-03-06,0
414,2021-03-06,0
1419,2021-03-06,0
314,2021-03-06,0
916,2021-03-06,0
415,2021-03-06,1
504,2021-03-06,0
903,2021-03-06,0
1804,2021-03-06,0
914,2021-03-06,0
1008,2021-03-06,0
1014,2021-03-06,0
2101,2021-03-06,0
1107,2021-03-06,0
1321,2021-03-06,0
1420,2021-03-06,0
917,2021-03-06,0
2217,2021-03-06,0
506,2021-03-06,0
1327,2021-03-06,0
2009,2021-03-06,0
710,2021-03-06,0
1002,2021-03-06,0
1301,2021-03-06,0
902,2021-03-06,0
1910,2021-03-06,0
1905,2021-03-06,0
1305,2021-03-06,0
1710,2021-03-06,0
1904,2021-03-06,0
412,2021-03-06,0
1319,2021-03-06,0
1906,2021-03-06,0
921,2021-03-06,0
409,2021-03-06,0
906,2021-03-06,0
2007,2021-03-06,0
508,2021-03-06,0
1416,2021-03-06,0
805,2021-03-06,0
2004,2021-03-06,0
1712,2021-03-06,1
1018,2021-03-06,0
1902,2021-03-06,0
408,2021-03-06,0
2207,2021-03-06,0
2011,2021-03-06,0
2211,2021-03-06,0
1418,2021-03-06,0
705,2021-03-06,0
1402,2021-03-06,0
1413,2021-03-06,0
905,2021-03-06,0
907,2021-03-06,0
1326,2021-03-06,0
1410,2021-03-06,0
2212,2021-03-06,0
1907,2021-03-06,0
2208,2021-03-06,0
915,2021-03-06,0
1307,2021-03-06,0
510,2021-03-06,0
2006,2021-03-06,0
1412,2021-03-06,0
1303,2021-03-06,0
2106,2021-03-06,0
2213,2021-03-06,0
1404,2021-03-06,0
2005,2021-03-06,0
1333,2021-03-06,0
2215,2021-03-06,0
1405,2021-03-06,0
1421,2021-03-06,0
1407,2021-03-06,0
2210,2021-03-06,0
101,2021-03-07,8
511,2021-03-07,0
407,2021-03-07,0
113,2021-03-07,0
501,2021-03-07,0
801,2021-03-07,0
1901,2021-03-07,0
108,2021-03-07,1
2001,2021-03-07,0
1701,2021-03-07,0
901,2021-03-07,0
1001,2021-03-07,0
114,2021-03-07,0
304,2021-03-07,0
913,2021-03-07,0
106,2021-03-07,0
1013,2021-03-07,0
1101,2021-03-07,0
505,2021-03-07,0
105,2021-03-07,0
1403,2021-03-07,0
1406,2021-03-07,0
1304,2021-03-07,0
401,2021-03-07,0
514,2021-03-07,0
701,2021-03-07,0
2201,2021-03-07,0
112,2021-03-07,0
2206,2021-03-07,0
920,2021-03-07,0
1708,2021-03-07,0
2214,2021-03-07,0
1802,2021-03-07,0
1302,2021-03-07,0
303,2021-03-07,0
2107,2021-03-07,0
302,2021-03-07,0
411,2021-03-07,0
414,2021-03-07,0
1419,2021-03-07,0
314,2021-03-07,0
916,2021-03-07,0
415,2021-03-07,0
504,2021-03-07,0
903,2021-03-07,0
1804,2021-03-07,0
914,2021-03-07,0
1008,2021-03-07,0
1014,2021-03-07,1
2101,2021-03-07,0
1107,2021-03-07,0
1321,2021-03-07,0
1420,2021-03-07,0
917,2021-03-07,0
2217,2021-03-07,0
506,2021-03-07,0
1327,2021-03-07,0
2009,2021-03-07,0
710,2021-03-07,0
1002,2021-03-07,0
1301,2021-03-07,0
902,2021-03-07,0
1910,2021-03-07,0
1905,2021-03-07,0
1305,2021-03-07,0
1710,2021-03-07,0
1904,2021-03-07,0
412,2021-03-07,0
1319,2021-03-07,0
1906,2021-03-07,0
921,2021-03-07,0
409,2021-03-07,1
906,2021-03-07,0
2007,2021-03-07,0
508,2021-03-07,0
1416,2021-03-07,0
805,2021-03-07,0
2004,2021-03-07,0
1712,2021-03-07,0
1018,2021-03-07,0
1902,2021-03-07,0
408,2021-03-07,0
2207,2021-03-07,0
2011,2021-03-07,0
2211,2021-03-07,0
1418,2021-03-07,0
705,2021-03-07,0
1402,2021-03-07,0
1413,2021-03-07,0
905,2021-03-07,0
907,2021-03-07,0
1326,2021-03-07,0
1410,2021-03-07,0
2212,2021-03-07,0
1907,2021-03-07,0
2208,2021-03-07,0
915,2021-03-07,0
1307,2021-03-07,0
510,2021-03-07,0
2006,2021-03-07,0
1412,2021-03-07,0
1303,2021-03-07,0
2106,2021-03-07,0
2213,2021-03-07,0
1404,2021-03-07,0
2005,2021-03-07,0
1333,2021-03-07,0
2215,2021-03-07,0
1405,2021-03-07,0
1421,2021-03-07,0
1407,2021-03-07,0
2210,2021-03-07,0
101,2021-03-08,5
511,2021-03-08,0
407,2021-03-08,0
113,2021-03-08,0
501,2021-03-08,0
801,2021-03-08,0
1901,2021-03-08,0
108,2021-03-08,1
2001,2021-03-08,0
1701,2021-03-08,0
901,2021-03-08,0
1001,2021-03-08,0
114,2021-03-08,0
304,2021-03-08,0
913,2021-03-08,0
106,2021-03-08,0
1013,2021-03-08,0
1101,2021-03-08,1
505,2021-03-08,0
105,2021-03-08,0
1403,2021-03-08,0
1406,2021-03-08,0
1304,2021-03-08,0
401,2021-03-08,0
514,2021-03-08,0
701,2021-03-08,0
2201,2021-03-08,0
112,2021-03-08,0
2206,2021-03-08,0
920,2021-03-08,0
1708,2021-03-08,0
2214,2021-03-08,0
1802,2021-03-08,0
1302,2021-03-08,0
303,2021-03-08,0
2107,2021-03-08,0
302,2021-03-08,0
411,2021-03-08,0
414,2021-03-08,0
1419,2021-03-08,0
314,2021-03-08,0
916,2021-03-08,0
415,2021-03-08,0
504,2021-03-08,0
903,2021-03-08,0
1804,2021-03-08,0
914,2021-03-08,0
1008,2021-03-08,0
1014,2021-03-08,0
2101,2021-03-08,0
1107,2021-03-08,0
1321,2021-03-08,0
1420,2021-03-08,0
917,2021-03-08,0
2217,2021-03-08,0
506,2021-03-08,0
1327,2021-03-08,0
2009,2021-03-08,0
710,2021-03-08,0
1002,2021-03-08,0
1301,2021-03-08,0
902,2021-03-08,0
1910,2021-03-08,0
1905,2021-03-08,0
1305,2021-03-08,0
1710,2021-03-08,0
1904,2021-03-08,0
412,2021-03-08,0
1319,2021-03-08,0
1906,2021-03-08,0
921,2021-03-08,0
409,2021-03-08,0
906,2021-03-08,0
2007,2021-03-08,0
508,2021-03-08,0
1416,2021-03-08,0
805,2021-03-08,0
2004,2021-03-08,0
1712,2021-03-08,0
1018,2021-03-08,0
1902,2021-03-08,0
408,2021-03-08,0
2207,2021-03-08,0
2011,2021-03-08,0
2211,2021-03-08,0
1418,2021-03-08,0
705,2021-03-08,0
1402,2021-03-08,0
1413,2021-03-08,0
905,2021-03-08,1
907,2021-03-08,0
1326,2021-03-08,0
1410,2021-03-08,0
2212,2021-03-08,0
1907,2021-03-08,0
2208,2021-03-08,0
915,2021-03-08,0
1307,2021-03-08,0
510,2021-03-08,0
2006,2021-03-08,0
1412,2021-03-08,0
1303,2021-03-08,0
2106,2021-03-08,0
2213,2021-03-08,0
1404,2021-03-08,0
2005,2021-03-08,0
1333,2021-03-08,0
2215,2021-03-08,0
1405,2021-03-08,0
1421,2021-03-08,0
1407,2021-03-08,0
2210,2021-03-08,0
101,2021-03-09,1
511,2021-03-09,0
407,2021-03-09,0
113,2021-03-09,0
501,2021-03-09,0
801,2021-03-09,2
1901,2021-03-09,0
108,2021-03-09,1
2001,2021-03-09,0
1701,2021-03-09,0
901,2021-03-09,1
1001,2021-03-09,1
114,2021-03-09,0
304,2021-03-09,0
913,2021-03-09,0
106,2021-03-09,0
1013,2021-03-09,0
1101,2021-03-09,0
505,2021-03-09,0
105,2021-03-09,0
1403,2021-03-09,0
1406,2021-03-09,0
1304,2021-03-09,1
401,2021-03-09,0
514,2021-03-09,0
701,2021-03-09,0
2201,2021-03-09,0
112,2021-03-09,0
2206,2021-03-09,0
920,2021-03-09,0
1708,2021-03-09,0
2214,2021-03-09,0
1802,2021-03-09,0
1302,2021-03-09,0
303,2021-03-09,0
2107,2021-03-09,0
302,2021-03-09,0
411,2021-03-09,0
414,2021-03-09,0
1419,2021-03-09,0
314,2021-03-09,0
916,2021-03-09,0
415,2021-03-09,0
504,2021-03-09,0
903,2021-03-09,0
1804,2021-03-09,0
914,2021-03-09,1
1008,2021-03-09,0
1014,2021-03-09,0
2101,2021-03-09,0
1107,2021-03-09,0
1321,2021-03-09,0
1420,2021-03-09,0
917,2021-03-09,0
2217,2021-03-09,0
506,2021-03-09,0
1327,2021-03-09,0
2009,2021-03-09,0
710,2021-03-09,0
1002,2021-03-09,0
1301,2021-03-09,0
902,2021-03-09,0
1910,2021-03-09,0
1905,2021-03-09,0
1305,2021-03-09,0
1710,2021-03-09,0
1904,2021-03-09,0
412,2021-03-09,0
1319,2021-03-09,0
1906,2021-03-09,0
921,2021-03-09,0
409,2021-03-09,0
906,2021-03-09,0
2007,2021-03-09,0
508,2021-03-09,0
1416,2021-03-09,0
805,2021-03-09,0
2004,2021-03-09,0
1712,2021-03-09,0
1018,2021-03-09,0
1902,2021-03-09,0
408,2021-03-09,0
2207,2021-03-09,0
2011,2021-03-09,0
2211,2021-03-09,0
1418,2021-03-09,0
705,2021-03-09,0
1402,2021-03-09,0
1413,2021-03-09,1
905,2021-03-09,0
907,2021-03-09,0
1326,2021-03-09,0
1410,2021-03-09,0
2212,2021-03-09,0
1907,2021-03-09,0
2208,2021-03-09,0
915,2021-03-09,0
1307,2021-03-09,0
510,2021-03-09,0
2006,2021-03-09,0
1412,2021-03-09,0
1303,2021-03-09,0
2106,2021-03-09,0
2213,2021-03-09,0
1404,2021-03-09,0
2005,2021-03-09,0
1333,2021-03-09,0
2215,2021-03-09,0
1405,2021-03-09,0
1421,2021-03-09,0
1407,2021-03-09,0
2210,2021-03-09,0
101,2021-03-10,1
511,2021-03-10,0
407,2021-03-10,0
113,2021-03-10,0
501,2021-03-10,0
801,2021-03-10,0
1901,2021-03-10,0
108,2021-03-10,1
2001,2021-03-10,2
1701,2021-03-10,0
901,2021-03-10,0
1001,2021-03-10,0
114,2021-03-10,0
304,2021-03-10,0
913,2021-03-10,0
106,2021-03-10,0
1013,2021-03-10,0
1101,2021-03-10,0
505,2021-03-10,0
105,2021-03-10,0
1403,2021-03-10,0
1406,2021-03-10,0
1304,2021-03-10,1
401,2021-03-10,1
514,2021-03-10,0
701,2021-03-10,0
2201,2021-03-10,0
112,2021-03-10,0
2206,2021-03-10,0
920,2021-03-10,0
1708,2021-03-10,0
2214,2021-03-10,0
1802,2021-03-10,0
1302,2021-03-10,0
303,2021-03-10,0
2107,2021-03-10,0
302,2021-03-10,0
411,2021-03-10,0
414,2021-03-10,0
1419,2021-03-10,0
314,2021-03-10,0
916,2021-03-10,0
415,2021-03-10,0
504,2021-03-10,0
903,2021-03-10,0
1804,2021-03-10,0
914,2021-03-10,0
1008,2021-03-10,0
1014,2021-03-10,0
2101,2021-03-10,1
1107,2021-03-10,0
1321,2021-03-10,0
1420,2021-03-10,0
917,2021-03-10,0
2217,2021-03-10,0
506,2021-03-10,0
1327,2021-03-10,0
2009,2021-03-10,0
710,2021-03-10,0
1002,2021-03-10,1
1301,2021-03-10,0
902,2021-03-10,0
1910,2021-03-10,0
1905,2021-03-10,0
1305,2021-03-10,0
1710,2021-03-10,0
1904,2021-03-10,0
412,2021-03-10,0
1319,2021-03-10,0
1906,2021-03-10,0
921,2021-03-10,0
409,2021-03-10,0
906,2021-03-10,0
2007,2021-03-10,0
508,2021-03-10,0
1416,2021-03-10,0
805,2021-03-10,0
2004,2021-03-10,0
1712,2021-03-10,0
1018,2021-03-10,0
1902,2021-03-10,0
408,2021-03-10,0
2207,2021-03-10,0
2011,2021-03-10,0
2211,2021-03-10,0
1418,2021-03-10,0
705,2021-03-10,0
1402,2021-03-10,0
1413,2021-03-10,0
905,2021-03-10,0
907,2021-03-10,0
1326,2021-03-10,0
1410,2021-03-10,0
2212,2021-03-10,0
1907,2021-03-10,0
2208,2021-03-10,0
915,2021-03-10,0
1307,2021-03-10,0
510,2021-03-10,0
2006,2021-03-10,0
1412,2021-03-10,0
1303,2021-03-10,0
2106,2021-03-10,0
2213,2021-03-10,0
1404,2021-03-10,0
2005,2021-03-10,0
1333,2021-03-10,0
2215,2021-03-10,0
1405,2021-03-10,0
1421,2021-03-10,0
1407,2021-03-10,0
2210,2021-03-10,0
101,2021-03-11,4
511,2021-03-11,0
407,2021-03-11,0
113,2021-03-11,0
501,2021-03-11,0
801,2021-03-11,0
1901,2021-03-11,0
108,2021-03-11,3
2001,2021-03-11,0
1701,2021-03-11,0
901,2021-03-11,3
1001,2021-03-11,0
114,2021-03-11,0
304,2021-03-11,0
913,2021-03-11,0
106,2021-03-11,0
1013,2021-03-11,0
1101,2021-03-11,0
505,2021-03-11,0
105,2021-03-11,0
1403,2021-03-11,0
1406,2021-03-11,0
1304,2021-03-11,0
401,2021-03-11,0
514,2021-03-11,0
701,2021-03-11,0
2201,2021-03-11,0
112,2021-03-11,0
2206,2021-03-11,0
920,2021-03-11,0
